family_category	model_sha256	control_id	control_role	hard_negative	expected_outcome	control_family_category	source_accession	organism	taxonomic_domain	evidence_level	profile_seed_status	sequence_path	sequence_sha256	source_database	source_release	source_version	retrieval_date	source_url	doi	pmid	pmcid	literature_support_scope	architecture_rationale	notes
archaeal_patatin_like_pha_dep	4d0fd5a38e8465834e1e559e99d66162c432c4ccc6eaa36b0953f00137e51582	archaeal_patatin_like_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q92TD3	cross_family_challenge	yes	must_fail_threshold	intracellular_phaZ_no_lipase_box	Q92TD3	Rhizobium meliloti (strain 1021)	Bacteria	E2	approved	01_reference_library/seeds/bacteria/Q92TD3.faa	e1be7a25394c2d511e7eb9c98f58092b7d6aa22049e8d11d164482b89327c198	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/Q92TD3/entry	10.1186/1471-2180-10-92	20346169		genetic characterization of intracellular PHB depolymerase with no classic lipase-box route	Current profile seed for distinct active family intracellular_phaZ_no_lipase_box; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Cross-genus intracellular extension
archaeal_patatin_like_pha_dep	4d0fd5a38e8465834e1e559e99d66162c432c4ccc6eaa36b0953f00137e51582	archaeal_patatin_like_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q9WX79	cross_family_challenge	yes	must_fail_threshold	intracellular_phaZ_no_lipase_box	Q9WX79	Paracoccus denitrificans	Bacteria	E2	approved	01_reference_library/seeds/bacteria/Q9WX79.faa	5c2ee0ebf93f746cd881437d5f494151d8fb7c492bd4bf4221f2d6084a22b842	UniProtKB	UniProtKB accessed 2026-07-27	sequence version 1	2026-07-27	https://www.uniprot.org/uniprotkb/Q9WX79/entry	10.1111/j.1574-6968.2001.tb10558.x	11267773		Functional lacZ-phaZ heterologous-expression assay with protease-treated PHB-granule degradation; experimentally supported intracellular PhaZ seed	Current profile seed for distinct active family intracellular_phaZ_no_lipase_box; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Approved cross-genus no-lipase-box profile seed; replaces Q0K4D5 as a profile member while Q0K4D5 remains a boundary control.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|AFK21580.1	cross_family_challenge	yes	must_fail_threshold	archaeal_patatin_like_pha_dep	AFK21580.1	Haloferax mediterranei ATCC 33500	Archaea	E1	approved	01_reference_library/seeds/archaea/AFK21580.1.faa	638296e63f241cb400b5738251062c112d0dbab499ef8737a2369f721d0ca791	NCBI Protein	NCBI Protein accessed 2026-07-25	accession.version AFK21580.1	2026-07-25	https://www.ncbi.nlm.nih.gov/protein/AFK21580.1	10.1128/AEM.04269-14	25710370		direct native PHA, nPHB, and nPHBV depolymerase assay with granule association and active-site evidence	Current profile seed for distinct active family archaeal_patatin_like_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Initial archaeal literature-supported seed
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|AGN01047.1	cross_family_challenge	yes	must_fail_threshold	archaeal_patatin_like_pha_dep	AGN01047.1	Salinarchaeum sp. Harcht-Bsk1	Archaea	E3	approved	01_reference_library/seeds/archaea/AGN01047.1.faa	1dee8f22d42fb3165612ec12c03a5a988ad209b818c78e10ba456e0794ddc257	NCBI Protein	NCBI Protein accessed 2026-07-27	accession.version AGN01047.1	2026-07-27	https://www.ncbi.nlm.nih.gov/protein/AGN01047.1				NCBI Protein patatin-like phospholipase annotation with N-terminal GTSGG@45 motif; E3 architecture coverage only, not phenotype evidence	Current profile seed for distinct active family archaeal_patatin_like_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Architecture-coherent archaeal patatin coverage candidate; no direct experimental literature support.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ32286.1	cross_family_challenge	yes	must_fail_threshold	archaeal_patatin_like_pha_dep	CCQ32286.1	Halorhabdus tiamatea SARL4B	Archaea	E3	approved	01_reference_library/seeds/archaea/CCQ32286.1.faa	64745e4845efde2f05f915bba4db04a1a650721c7bf4e6f12e792a8d84c68ac8	NCBI Protein	NCBI Protein accessed 2026-07-27	accession.version CCQ32286.1	2026-07-27	https://www.ncbi.nlm.nih.gov/protein/CCQ32286.1				NCBI Protein patatin-like phospholipase annotation with N-terminal GSSGG@45 motif; E3 architecture coverage only, not phenotype evidence	Current profile seed for distinct active family archaeal_patatin_like_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Architecture-coherent archaeal patatin coverage candidate; no direct experimental literature support.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|CCQ36014.1	cross_family_challenge	yes	must_fail_threshold	archaeal_patatin_like_pha_dep	CCQ36014.1	Natronomonas moolapensis 8.8.11	Archaea	E3	approved	01_reference_library/seeds/archaea/CCQ36014.1.faa	dd47a3329739ff402d68af4f0a409481b293e61e4ea0b25318cabc418f5eb24f	NCBI Protein	NCBI Protein accessed 2026-07-26	accession.version CCQ36014.1	2026-07-26	https://www.ncbi.nlm.nih.gov/protein/CCQ36014.1				NCBI Protein annotation only; no direct literature support	Current profile seed for distinct active family archaeal_patatin_like_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Annotation-supported archaeal depolymerase candidate retained for family coverage; no direct experimental literature yet.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|ELY43313.1	cross_family_challenge	yes	must_fail_threshold	archaeal_patatin_like_pha_dep	ELY43313.1	Natronorubrum tibetense GA33	Archaea	E3	approved	01_reference_library/seeds/archaea/ELY43313.1.faa	688e8a75a71d4d1320f0c7badf6127d88c9d91e18d70dc75487c50d68eb0ee2f	NCBI Protein	NCBI Protein accessed 2026-07-27	accession.version ELY43313.1	2026-07-27	https://www.ncbi.nlm.nih.gov/protein/ELY43313.1				NCBI Protein patatin-like phospholipase annotation with N-terminal GTSGG@48 motif; E3 architecture coverage only, not phenotype evidence	Current profile seed for distinct active family archaeal_patatin_like_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Architecture-coherent archaeal patatin coverage candidate; no direct experimental literature support.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|archaeal_patatin_like_pha_dep|KYH27761.1	cross_family_challenge	yes	must_fail_threshold	archaeal_patatin_like_pha_dep	KYH27761.1	Halalkalicoccus paucihalophilus	Archaea	E3	approved	01_reference_library/seeds/archaea/KYH27761.1.faa	e7970f00100dc0e1a059f524b7cb66c04d5b258c514671a460c33a5d5a5c0030	NCBI Protein	NCBI Protein accessed 2026-07-27	accession.version KYH27761.1	2026-07-27	https://www.ncbi.nlm.nih.gov/protein/KYH27761.1				NCBI Protein patatin-like phospholipase annotation with N-terminal GTSGG@48 motif; E3 architecture coverage only, not phenotype evidence	Current profile seed for distinct active family archaeal_patatin_like_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Architecture-coherent archaeal patatin coverage candidate; no direct experimental literature support.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|A6EXA3	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_I	A6EXA3	Marinobacter algicola DG893	Bacteria	E1		01_reference_library/seeds/bacteria/A6EXA3.faa	545e24690f67a65227ba0cae30b9dc3c726c8accd0cdd3a9e48504a52b3c780a	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/A6EXA3/entry	10.1002/mbo3.1001	32087608		recombinant extracellular PHB depolymerase with plate-assay activity in the 2020 comparative panel	Current profile seed for distinct active family extracellular_scl_pha_dep_type_I; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Type I reinforcement with an explicit gammaproteobacterial representative.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|BAA32541.1	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_I	BAA32541.1	Stutzerimonas stutzeri	Bacteria	E1		01_reference_library/seeds/bacteria/BAA32541.1.faa	b3d7407c9b6d355167999df886e15f18691efb8aa6c53562c76db3de23cb907b	NCBI Protein	NCBI Protein accessed 2026-07-26	accession.version BAA32541.1	2026-07-26	https://www.ncbi.nlm.nih.gov/protein/BAA32541.1	10.1128/AEM.65.1.189-197.1999	9872779		direct extracellular PHB depolymerase characterization with substrate-binding domain analysis	Current profile seed for distinct active family extracellular_scl_pha_dep_type_I; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Cross-genus type I extension
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|BAF35850.1	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_I	BAF35850.1	Priestia megaterium N-18-25-9	Bacteria	E1		01_reference_library/seeds/bacteria/BAF35850.1.faa	0b6be1046de41e319520749d8b217b9e6e6cfce43bdb46eca7af182545a95f76	NCBI Protein	NCBI Protein accessed 2026-07-26	accession.version BAF35850.1	2026-07-26	https://www.ncbi.nlm.nih.gov/protein/BAF35850.1	10.1111/j.1574-6968.2006.00448.x	17064368		direct biochemical extracellular PHB depolymerase evidence	Current profile seed for distinct active family extracellular_scl_pha_dep_type_I; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Independent type I extracellular scl-PHA accession from Priestia megaterium N-18-25-9.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|O82950	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_I	O82950	Stutzerimonas stutzeri	Bacteria	E1		01_reference_library/seeds/bacteria/O82950.faa	549e0f5bc37c14c57ca1140ff893986741d8bf8e049dc0f94c248874f2e3134f	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/O82950/entry	10.1128/AEM.65.1.189-197.1999	9872779		direct extracellular PHB depolymerase characterization with substrate-binding domain analysis	Current profile seed for distinct active family extracellular_scl_pha_dep_type_I; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Strain-level type I reinforcement with substrate-binding-domain support.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|P12625	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_I	P12625	Ralstonia pickettii	Bacteria	E2		01_reference_library/seeds/bacteria/P12625.faa	455fe6dbd428596b300d94c96138390610dddb81dcce65e0b4a2fa632c5c1fa3	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-25	https://www.uniprot.org/uniprotkb/P12625/entry	10.1128/jb.171.1.184-189.1989;10.1073/pnas.89.19.8990	2644188;1409594		functional literature-backed sequence with UniProt reviewed status	Current profile seed for distinct active family extracellular_scl_pha_dep_type_I; used to test cross-family HMM separation, not as a phenotype-negative assertion.	High-confidence bacterial seed with limitations recorded
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_I|ZP_01169502.1	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_I	ZP_01169502.1	Bacillus sp. NRRL B-14911	Bacteria	E1		01_reference_library/seeds/bacteria/ZP_01169502.1.faa	5b7c4ddfb4d9703628b7e5a0a3b63d0c7321acd83a0e17365415f16d39b4fb30	NCBI Protein	NCBI Protein accessed 2026-07-26	accession.version ZP_01169502.1	2026-07-26	https://www.ncbi.nlm.nih.gov/protein/ZP_01169502.1	10.1128/AEM.06069-11	21948827		direct biochemical extracellular PHB depolymerase evidence	Current profile seed for distinct active family extracellular_scl_pha_dep_type_I; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Independent type I extracellular scl-PHA accession from Bacillus sp. NRRL B-14911.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|AAB40611.1	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_II	AAB40611.1	Alcaligenes faecalis AE122	Bacteria	E1		01_reference_library/seeds/bacteria/AAB40611.1.faa	7ebb812cfc9e3224453eb1edc6795aec758e213548a26f03aa1c8820ccdefafb	NCBI Protein	NCBI Protein accessed 2026-07-26	accession.version AAB40611.1	2026-07-26	https://www.ncbi.nlm.nih.gov/protein/AAB40611.1	10.1016/S0167-4781(97)00011-0	9177489		direct biochemical extracellular PHB depolymerase evidence	Current profile seed for distinct active family extracellular_scl_pha_dep_type_II; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Independent type II extracellular scl-PHA accession from Alcaligenes faecalis AE122.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|BAA35137.1	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_II	BAA35137.1	Acidovorax sp. TP4	Bacteria	E1		01_reference_library/seeds/bacteria/BAA35137.1.faa	52319625f86c224400c8844259ddf85276af139bec8d72a6b91a02635d89a583	NCBI Protein	NCBI Protein accessed 2026-07-26	accession.version BAA35137.1	2026-07-26	https://www.ncbi.nlm.nih.gov/protein/BAA35137.1	10.1023/A:1021885901119			direct extracellular PHB depolymerase purification and gene characterization	Current profile seed for distinct active family extracellular_scl_pha_dep_type_II; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Cross-genus type II extension
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|BAA92354.1	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_II	BAA92354.1	Caldimonas manganoxidans	Bacteria	E1		01_reference_library/seeds/bacteria/BAA92354.1.faa	61d79f4695e4dce48200adf01f84aafbc13cb4a8074af57f77d8c0b43ed9ac75	NCBI Protein	NCBI Protein accessed 2026-07-26	accession.version BAA92354.1	2026-07-26	https://www.ncbi.nlm.nih.gov/protein/BAA92354.1	10.1016/S0922-338X(98)80080-9			direct biochemical extracellular PHB depolymerase evidence	Current profile seed for distinct active family extracellular_scl_pha_dep_type_II; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Thermophilic type II extracellular scl-PHA accession from the Leptothrix sp. HS / Caldimonas manganoxidans lineage.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|O05527	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_II	O05527	Delftia acidovorans	Bacteria	E1		01_reference_library/seeds/bacteria/O05527.faa	6fda0e8c63c6173c7259587de2dae368fcbec588524ae228d58d3e9d1b92bb1e	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-25	https://www.uniprot.org/uniprotkb/O05527/entry	10.1128/aem.63.12.4844-4852.1997	9406404		direct biochemical activity on PHB film and secreted localization	Current profile seed for distinct active family extracellular_scl_pha_dep_type_II; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Primary high-confidence bacterial extracellular seed
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|extracellular_scl_pha_dep_type_II|Q5YEW3	cross_family_challenge	yes	must_fail_threshold	extracellular_scl_pha_dep_type_II	Q5YEW3	Schlegelella sp. KB1a	Bacteria	E1		01_reference_library/seeds/bacteria/Q5YEW3.faa	93b085824802ab318bc74ef8925f59b3fdaad7a32ba22c9f19ea46b1b557b9d1	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/Q5YEW3/entry	10.1007/s00203-004-0684-2	15340791		direct thermotolerant PHB depolymerase characterization with signal peptide and type 2 domain architecture support	Current profile seed for distinct active family extracellular_scl_pha_dep_type_II; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Type II reinforcement with signal peptide and domain-architecture support.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_mcl_pha_dep|B7UCC9	cross_family_challenge	yes	must_fail_threshold	intracellular_mcl_pha_dep	B7UCC9	Pseudomonas fluorescens	Bacteria	E2	approved	01_reference_library/seeds/bacteria/B7UCC9.faa	dc5d90f43832ef1e035ea848423601a96b3e4fd64cbd73ecc0f4a07ce6b30d09	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/B7UCC9/entry	10.1016/j.biortech.2010.01.082	20153638		phaZ-disrupted mcl-PHA production study with UniProt/EMBL sequence; strong current-family HMM match; no direct purified intracellular depolymerase assay recorded for this row	Current profile seed for distinct active family intracellular_mcl_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Adds Pseudomonas fluorescens/BM07 lineage support to reduce KT244x over-representation in the intracellular mcl-PHA model.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_mcl_pha_dep|Q5Y152	cross_family_challenge	yes	must_fail_threshold	intracellular_mcl_pha_dep	Q5Y152	Pseudomonas putida KT2442	Bacteria	E1	approved	01_reference_library/seeds/bacteria/Q5Y152.faa	a51bdcfbb87cda98645cae25c9878a7636331de2d06e2de75279eb3731543ad9	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-25	https://www.uniprot.org/uniprotkb/Q5Y152/entry	10.1074/jbc.M608119200	17170116		direct biochemical evidence for intracellular mcl-PHA depolymerase	Current profile seed for distinct active family intracellular_mcl_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	PHA bridge row to preserve DED mcl family coverage without diluting PHB core
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_mcl_pha_dep|Q88D24	cross_family_challenge	yes	must_fail_threshold	intracellular_mcl_pha_dep	Q88D24	Pseudomonas putida KT2440	Bacteria	E1	approved	01_reference_library/seeds/bacteria/Q88D24.faa	fc6d20b30eec295860ed2238d425960d718024e686d0b71a931672f1742490c7	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/Q88D24/entry	10.1007/s00253-025-13605-z	41055782		direct intracellular mcl-PHA mobilization enzyme with biochemical support	Current profile seed for distinct active family intracellular_mcl_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	New intracellular mcl-PHA accession from the KT2440 lineage; complements the existing KT2442 seed.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_mcl_pha_dep|Q9R9W3	cross_family_challenge	yes	must_fail_threshold	intracellular_mcl_pha_dep	Q9R9W3	Pseudomonas putida	Bacteria	E2	approved	01_reference_library/seeds/bacteria/Q9R9W3.faa	3ac6941a9f63ea9360c5b296cb441c6f34df37078d767a6133f9f55ff272f7db	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/Q9R9W3/entry	10.1186/1471-2180-10-254	20937103		functional intracellular mcl-PHA evidence from knockout and biochemical work	Current profile seed for distinct active family intracellular_mcl_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Independent intracellular mcl-PHA accession from strain U; kept as a secondary supporting branch.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|O87189	cross_family_challenge	yes	must_fail_threshold	intracellular_phaZ_no_lipase_box	O87189	Cupriavidus necator H16	Bacteria	E2	approved	01_reference_library/seeds/bacteria/O87189.faa	05003783ca5ea17ca1a9005eaeb9f8a2c6ed72fbdf99311bc8e7b142e40f4027	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-25	https://www.uniprot.org/uniprotkb/O87189/entry	10.1128/JB.183.1.94-100.2001	11114905		direct intracellular PHB depolymerase support; no classic lipase-box route	Current profile seed for distinct active family intracellular_phaZ_no_lipase_box; used to test cross-family HMM separation, not as a phenotype-negative assertion.	PHB-focused bridge row for the missing intracellular no-lipase-box family
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q0K7T2	cross_family_challenge	yes	must_fail_threshold	intracellular_phaZ_no_lipase_box	Q0K7T2	Cupriavidus necator H16	Bacteria	E1	approved	01_reference_library/seeds/bacteria/Q0K7T2.faa	343798ede97473a336a8b702bd423310cfa71965c7c4e2c84bf2c7253befad68	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/Q0K7T2/entry	10.1128/JB.185.12.3485-3490.2003;10.1128/JB.185.13.3788-3794.2003	12775684;12813072		direct intracellular PHB depolymerase activity with no lipase-box branch support	Current profile seed for distinct active family intracellular_phaZ_no_lipase_box; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Seed candidate added to expand the intracellular no-lipase-box trunk; distinct H16 paralog with direct literature support.
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q71KW6	cross_family_challenge	yes	must_fail_threshold	intracellular_phaZ_no_lipase_box	Q71KW6	Azospirillum brasilense	Bacteria	E2	approved	01_reference_library/seeds/bacteria/Q71KW6.faa	54ab6fa935fd3758b0fed1a57c1a176932f0983db1882fc72ca1dbf2660705d8	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/Q71KW6/entry	10.1007/s00203-003-0590-z	12898135		functional intracellular PHB depolymerase gene and mutant characterization	Current profile seed for distinct active family intracellular_phaZ_no_lipase_box; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Cross-genus intracellular extension
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q92TD3	cross_family_challenge	yes	must_fail_threshold	intracellular_phaZ_no_lipase_box	Q92TD3	Rhizobium meliloti (strain 1021)	Bacteria	E2	approved	01_reference_library/seeds/bacteria/Q92TD3.faa	e1be7a25394c2d511e7eb9c98f58092b7d6aa22049e8d11d164482b89327c198	UniProtKB	UniProtKB 2026_02	sequence version 1	2026-07-26	https://www.uniprot.org/uniprotkb/Q92TD3/entry	10.1186/1471-2180-10-92	20346169		genetic characterization of intracellular PHB depolymerase with no classic lipase-box route	Current profile seed for distinct active family intracellular_phaZ_no_lipase_box; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Cross-genus intracellular extension
extracellular_mcl_pha_dep	75bf6bfabb660b775ba382b60cd487ab80175b88aa9500263f8a086f834218e8	extracellular_mcl_pha_dep|cross_family_challenge|intracellular_phaZ_no_lipase_box|Q9WX79	cross_family_challenge	yes	must_fail_threshold	intracellular_phaZ_no_lipase_box	Q9WX79	Paracoccus denitrificans	Bacteria	E2	approved	01_reference_library/seeds/bacteria/Q9WX79.faa	5c2ee0ebf93f746cd881437d5f494151d8fb7c492bd4bf4221f2d6084a22b842	UniProtKB	UniProtKB accessed 2026-07-27	sequence version 1	2026-07-27	https://www.uniprot.org/uniprotkb/Q9WX79/entry	10.1111/j.1574-6968.2001.tb10558.x	11267773		Functional lacZ-phaZ heterologous-expression assay with protease-treated PHB-granule degradation; experimentally supported intracellular PhaZ seed	Current profile seed for distinct active family intracellular_phaZ_no_lipase_box; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Approved cross-genus no-lipase-box profile seed; replaces Q0K4D5 as a profile member while Q0K4D5 remains a boundary control.
extracellular_scl_pha_dep_type_I	8d38501c7ecc860bfb416dd46b1a6bca4151e46a133b14b20ec5ca47bf537744	extracellular_scl_pha_dep_type_I|cross_family_challenge|archaeal_patatin_like_pha_dep|AFK21580.1	cross_family_challenge	yes	must_fail_threshold	archaeal_patatin_like_pha_dep	AFK21580.1	Haloferax mediterranei ATCC 33500	Archaea	E1	approved	01_reference_library/seeds/archaea/AFK21580.1.faa	638296e63f241cb400b5738251062c112d0dbab499ef8737a2369f721d0ca791	NCBI Protein	NCBI Protein accessed 2026-07-25	accession.version AFK21580.1	2026-07-25	https://www.ncbi.nlm.nih.gov/protein/AFK21580.1	10.1128/AEM.04269-14	25710370		direct native PHA, nPHB, and nPHBV depolymerase assay with granule association and active-site evidence	Current profile seed for distinct active family archaeal_patatin_like_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Initial archaeal literature-supported seed
extracellular_scl_pha_dep_type_I	8d38501c7ecc860bfb416dd46b1a6bca4151e46a133b14b20ec5ca47bf537744	extracellular_scl_pha_dep_type_I|cross_family_challenge|archaeal_patatin_like_pha_dep|AGN01047.1	cross_family_challenge	yes	must_fail_threshold	archaeal_patatin_like_pha_dep	AGN01047.1	Salinarchaeum sp. Harcht-Bsk1	Archaea	E3	approved	01_reference_library/seeds/archaea/AGN01047.1.faa	1dee8f22d42fb3165612ec12c03a5a988ad209b818c78e10ba456e0794ddc257	NCBI Protein	NCBI Protein accessed 2026-07-27	accession.version AGN01047.1	2026-07-27	https://www.ncbi.nlm.nih.gov/protein/AGN01047.1				NCBI Protein patatin-like phospholipase annotation with N-terminal GTSGG@45 motif; E3 architecture coverage only, not phenotype evidence	Current profile seed for distinct active family archaeal_patatin_like_pha_dep; used to test cross-family HMM separation, not as a phenotype-negative assertion.	Architecture-coherent archaeal patatin coverage candidate; no direct experimental literature support.
